Source,Target,Attributes
"BERTUCCIOLI, CRISTIAN","ROCCETTI, MARCO",{'weight': 0.25}
"BERTUCCIOLI, CRISTIAN","MARCOMINI, ANDREA",{'weight': 0.2}
"BERTUCCIOLI, CRISTIAN","VARNI, ANGELO",{'weight': 0.1}
"BERTUCCIOLI, CRISTIAN","MARFIA, GUSTAVO",{'weight': 0.25}
"BERTUCCIOLI, CRISTIAN","ZANICHELLI, MARCO",{'weight': 0.05}
"ROCCETTI, MARCO","MARFIA, GUSTAVO",{'weight': 3.7}
"ROCCETTI, MARCO","ZANICHELLI, MARCO",{'weight': 0.15}
"ROCCETTI, MARCO","MARCOMINI, ANDREA",{'weight': 0.25}
"ROCCETTI, MARCO","VARNI, ANGELO",{'weight': 0.3}
"MARFIA, GUSTAVO","ZANICHELLI, MARCO",{'weight': 0.15}
"MARFIA, GUSTAVO","MARCOMINI, ANDREA",{'weight': 0.25}
"MARFIA, GUSTAVO","VARNI, ANGELO",{'weight': 0.3}
"ZANICHELLI, MARCO","MARCOMINI, ANDREA",{'weight': 0.05}
"ZANICHELLI, MARCO","VARNI, ANGELO",{'weight': 0.1}
"VARNI, ANGELO","MARCOMINI, ANDREA",{'weight': 0.1}
